,sample,id,x,y,area,area_convex,KM_label_nc20,star_KM_label_nc20
Tonsil_2_s0_a6_11417.0,Tonsil_2_s0_a6,11417.0,668.69696,579.63635,33.0,36.0,2,19
Tonsil_2_s0_a6_2604.0,Tonsil_2_s0_a6,2604.0,147.29578,795.6338,71.0,76.0,13,17
Tonsil_2_s0_a5_632.0,Tonsil_2_s0_a5,632.0,40.789474,422.57895,19.0,21.0,6,14
Tonsil_3_s0_a3_9050.0,Tonsil_3_s0_a3,9050.0,483.9189,642.2162,37.0,38.0,2,6
Tonsil_2_s0_a8_6716.0,Tonsil_2_s0_a8,6716.0,421.80554,250.55556,36.0,38.0,2,6
Tonsil_2_s0_a7_15448.0,Tonsil_2_s0_a7,15448.0,936.38464,690.3333,39.0,42.0,5,1
Tonsil_3_s0_a3_8943.0,Tonsil_3_s0_a3,8943.0,478.9,693.9667,30.0,31.0,11,doublets
Tonsil_2_s0_a5_9936.0,Tonsil_2_s0_a5,9936.0,639.2154,564.89233,65.0,71.0,8,2
Tonsil_3_s0_a3_4570.0,Tonsil_3_s0_a3,4570.0,253.40741,724.0741,27.0,27.0,15,6
Tonsil_3_s0_a2_400.0,Tonsil_3_s0_a2,400.0,19.303572,678.875,56.0,59.0,16,14
Tonsil_2_s0_a4_4420.0,Tonsil_2_s0_a4,4420.0,266.8654,418.3654,52.0,53.0,1,16
Tonsil_3_s0_a4_5630.0,Tonsil_3_s0_a4,5630.0,377.2,746.325,40.0,43.0,5,6
Tonsil_2_s0_a2_1399.0,Tonsil_2_s0_a2,1399.0,124.758064,940.14514,62.0,65.0,8,19
Tonsil_3_s0_a3_9903.0,Tonsil_3_s0_a3,9903.0,527.4706,44.235294,34.0,36.0,2,5
Tonsil_2_s0_a4_12400.0,Tonsil_2_s0_a4,12400.0,842.01587,896.92065,63.0,66.0,8,doublets
Tonsil_2_s0_a6_156.0,Tonsil_2_s0_a6,156.0,7.6666665,326.41025,39.0,40.0,5,13
Tonsil_2_s0_a3_6901.0,Tonsil_2_s0_a3,6901.0,373.22415,648.4655,58.0,61.0,16,1
Tonsil_3_s0_a3_6089.0,Tonsil_3_s0_a3,6089.0,332.12903,568.7742,62.0,63.0,8,doublets
Tonsil_3_s0_a1_6185.0,Tonsil_3_s0_a1,6185.0,379.15,576.45,40.0,41.0,5,1
Tonsil_3_s0_a2_15106.0,Tonsil_3_s0_a2,15106.0,812.561,540.0732,82.0,92.0,9,4
Tonsil_2_s0_a4_62.0,Tonsil_2_s0_a4,62.0,2.6086957,506.34784,46.0,49.0,17,doublets
Tonsil_2_s0_a5_14725.0,Tonsil_2_s0_a5,14725.0,945.56604,483.92453,53.0,56.0,1,5
Tonsil_2_s0_a1_1487.0,Tonsil_2_s0_a1,1487.0,115.77778,93.03704,81.0,90.0,9,19
Tonsil_3_s0_a3_17051.0,Tonsil_3_s0_a3,17051.0,914.5455,682.9091,22.0,23.0,6,14
Tonsil_3_s0_a2_6955.0,Tonsil_3_s0_a2,6955.0,352.91306,627.2174,23.0,24.0,15,12
Tonsil_2_s0_a6_10017.0,Tonsil_2_s0_a6,10017.0,583.52057,935.3288,73.0,80.0,3,doublets
Tonsil_2_s0_a8_10236.0,Tonsil_2_s0_a8,10236.0,641.35596,281.64407,59.0,61.0,16,5
Tonsil_3_s0_a1_12735.0,Tonsil_3_s0_a1,12735.0,848.1177,704.7647,34.0,37.0,2,15
Tonsil_3_s0_a4_8516.0,Tonsil_3_s0_a4,8516.0,544.10345,973.4828,58.0,66.0,16,doublets
Tonsil_3_s0_a1_8122.0,Tonsil_3_s0_a1,8122.0,519.4667,499.26666,45.0,46.0,17,doublets
Tonsil_2_s0_a6_7185.0,Tonsil_2_s0_a6,7185.0,411.92,379.04,25.0,26.0,15,1
Tonsil_2_s0_a1_4484.0,Tonsil_2_s0_a1,4484.0,299.05884,393.92648,68.0,77.0,13,6
Tonsil_3_s0_a4_4199.0,Tonsil_3_s0_a4,4199.0,286.98386,860.7742,62.0,64.0,8,6
Tonsil_2_s0_a5_15234.0,Tonsil_2_s0_a5,15234.0,978.63635,389.9091,11.0,11.0,4,8
Tonsil_2_s0_a1_13843.0,Tonsil_2_s0_a1,13843.0,868.61536,745.4103,39.0,41.0,5,2
Tonsil_3_s0_a1_2932.0,Tonsil_3_s0_a1,2932.0,172.9804,503.19608,51.0,53.0,1,1
Tonsil_2_s0_a7_12237.0,Tonsil_2_s0_a7,12237.0,723.6531,490.65308,49.0,54.0,12,15
Tonsil_2_s0_a2_12115.0,Tonsil_2_s0_a2,12115.0,794.56604,313.90567,53.0,58.0,1,5
Tonsil_3_s0_a3_792.0,Tonsil_3_s0_a3,792.0,44.708332,475.09723,72.0,80.0,3,doublets
Tonsil_2_s0_a4_8236.0,Tonsil_2_s0_a4,8236.0,526.8,154.43333,30.0,31.0,11,0
Tonsil_2_s0_a6_10971.0,Tonsil_2_s0_a6,10971.0,642.65955,481.5532,47.0,52.0,12,17
Tonsil_3_s0_a4_8893.0,Tonsil_3_s0_a4,8893.0,565.0769,987.12823,39.0,40.0,5,doublets
Tonsil_3_s0_a3_3298.0,Tonsil_3_s0_a3,3298.0,185.72728,854.83636,55.0,59.0,16,6
Tonsil_2_s0_a4_3469.0,Tonsil_2_s0_a4,3469.0,208.0303,192.86363,66.0,69.0,13,1
Tonsil_3_s0_a1_6597.0,Tonsil_3_s0_a1,6597.0,408.86667,260.53333,15.0,16.0,19,15
Tonsil_2_s0_a1_9686.0,Tonsil_2_s0_a1,9686.0,603.7463,797.80597,67.0,71.0,13,14
Tonsil_3_s0_a4_9163.0,Tonsil_3_s0_a4,9163.0,581.8077,1.3846154,26.0,27.0,15,15
Tonsil_3_s0_a4_11397.0,Tonsil_3_s0_a4,11397.0,709.97437,589.9487,39.0,42.0,5,doublets
Tonsil_3_s0_a4_4778.0,Tonsil_3_s0_a4,4778.0,323.06122,887.7551,49.0,53.0,12,8
Tonsil_2_s0_a8_13971.0,Tonsil_2_s0_a8,13971.0,882.5294,465.14706,34.0,36.0,2,2
Tonsil_2_s0_a7_11824.0,Tonsil_2_s0_a7,11824.0,698.2857,434.74725,91.0,96.0,14,10
Tonsil_2_s0_a8_14556.0,Tonsil_2_s0_a8,14556.0,918.9231,589.1539,52.0,55.0,1,doublets
Tonsil_2_s0_a1_3095.0,Tonsil_2_s0_a1,3095.0,215.95122,182.01219,82.0,95.0,9,doublets
Tonsil_3_s0_a4_2485.0,Tonsil_3_s0_a4,2485.0,181.3158,803.8421,19.0,20.0,6,6
Tonsil_2_s0_a5_9907.0,Tonsil_2_s0_a5,9907.0,637.06665,602.76666,30.0,32.0,11,8
Tonsil_3_s0_a4_4698.0,Tonsil_3_s0_a4,4698.0,318.0889,978.93335,45.0,47.0,17,10
Tonsil_3_s0_a2_9851.0,Tonsil_3_s0_a2,9851.0,506.71185,516.20337,59.0,66.0,16,doublets
Tonsil_2_s0_a3_7051.0,Tonsil_2_s0_a3,7051.0,381.4074,640.55554,27.0,28.0,15,doublets
Tonsil_2_s0_a1_5845.0,Tonsil_2_s0_a1,5845.0,379.5366,693.8049,41.0,43.0,5,2
Tonsil_2_s0_a4_5872.0,Tonsil_2_s0_a4,5872.0,361.82352,117.35294,34.0,36.0,2,doublets
Tonsil_2_s0_a3_5943.0,Tonsil_2_s0_a3,5943.0,320.0,320.5,30.0,32.0,11,19
Tonsil_3_s0_a3_17214.0,Tonsil_3_s0_a3,17214.0,925.67346,414.63266,49.0,58.0,12,doublets
Tonsil_2_s0_a3_4874.0,Tonsil_2_s0_a3,4874.0,264.2,888.45715,35.0,36.0,2,15
Tonsil_2_s0_a6_1199.0,Tonsil_2_s0_a6,1199.0,69.652176,332.6087,46.0,48.0,17,doublets
Tonsil_2_s0_a6_4521.0,Tonsil_2_s0_a6,4521.0,255.5126,340.09244,119.0,129.0,10,doublets
Tonsil_3_s0_a2_8272.0,Tonsil_3_s0_a2,8272.0,420.39536,156.23256,43.0,46.0,17,5
Tonsil_2_s0_a2_1384.0,Tonsil_2_s0_a2,1384.0,124.39286,622.6071,28.0,30.0,11,13
Tonsil_3_s0_a3_12203.0,Tonsil_3_s0_a3,12203.0,646.1786,195.85715,28.0,30.0,11,2
Tonsil_3_s0_a4_11531.0,Tonsil_3_s0_a4,11531.0,718.4091,168.06818,44.0,46.0,17,doublets
Tonsil_2_s0_a7_9935.0,Tonsil_2_s0_a7,9935.0,591.80646,47.903225,31.0,31.0,11,14
Tonsil_2_s0_a8_14667.0,Tonsil_2_s0_a8,14667.0,925.81665,749.1667,60.0,62.0,8,1
Tonsil_2_s0_a3_9867.0,Tonsil_2_s0_a3,9867.0,538.2895,93.710526,38.0,42.0,5,8
Tonsil_3_s0_a3_2086.0,Tonsil_3_s0_a3,2086.0,117.96667,181.15,60.0,63.0,8,doublets
Tonsil_2_s0_a2_2536.0,Tonsil_2_s0_a2,2536.0,217.39131,572.73914,23.0,25.0,15,doublets
Tonsil_3_s0_a4_11144.0,Tonsil_3_s0_a4,11144.0,695.04877,452.14633,41.0,44.0,5,19
Tonsil_2_s0_a4_6247.0,Tonsil_2_s0_a4,6247.0,386.7544,117.31579,57.0,61.0,16,doublets
Tonsil_3_s0_a3_6986.0,Tonsil_3_s0_a3,6986.0,378.63333,687.76666,30.0,31.0,11,14
Tonsil_2_s0_a3_6875.0,Tonsil_2_s0_a3,6875.0,372.77274,166.09091,22.0,23.0,6,doublets
Tonsil_2_s0_a1_2031.0,Tonsil_2_s0_a1,2031.0,150.77193,721.2456,57.0,65.0,16,3
Tonsil_2_s0_a2_11251.0,Tonsil_2_s0_a2,11251.0,744.4516,746.6774,31.0,33.0,11,2
Tonsil_2_s0_a2_8457.0,Tonsil_2_s0_a2,8457.0,590.1818,951.7455,55.0,58.0,16,10
Tonsil_2_s0_a7_5544.0,Tonsil_2_s0_a7,5544.0,346.25925,231.46297,54.0,56.0,1,8
Tonsil_2_s0_a4_7554.0,Tonsil_2_s0_a4,7554.0,477.76,317.2,25.0,25.0,15,0
Tonsil_2_s0_a1_9077.0,Tonsil_2_s0_a1,9077.0,570.6667,451.38095,42.0,45.0,5,doublets
Tonsil_2_s0_a5_3499.0,Tonsil_2_s0_a5,3499.0,224.67796,827.77966,59.0,67.0,16,doublets
Tonsil_2_s0_a7_3252.0,Tonsil_2_s0_a7,3252.0,211.78334,818.63336,60.0,61.0,8,doublets
Tonsil_2_s0_a1_9737.0,Tonsil_2_s0_a1,9737.0,607.7222,946.94446,36.0,40.0,2,14
Tonsil_2_s0_a8_772.0,Tonsil_2_s0_a8,772.0,45.285713,515.1746,63.0,70.0,8,7
Tonsil_3_s0_a3_17336.0,Tonsil_3_s0_a3,17336.0,932.5647,371.28235,85.0,90.0,9,doublets
Tonsil_3_s0_a4_5246.0,Tonsil_3_s0_a4,5246.0,353.0,660.17645,51.0,53.0,1,13
Tonsil_3_s0_a2_2612.0,Tonsil_3_s0_a2,2612.0,133.21277,355.29788,47.0,49.0,12,11
Tonsil_2_s0_a4_8180.0,Tonsil_2_s0_a4,8180.0,522.86664,746.3555,45.0,49.0,17,16
Tonsil_2_s0_a7_2098.0,Tonsil_2_s0_a7,2098.0,142.62857,428.94287,35.0,39.0,2,2
Tonsil_2_s0_a5_15555.0,Tonsil_2_s0_a5,15555.0,996.6,381.1,30.0,33.0,11,11
Tonsil_2_s0_a3_10057.0,Tonsil_2_s0_a3,10057.0,549.0323,224.19354,31.0,35.0,11,8
Tonsil_2_s0_a7_9407.0,Tonsil_2_s0_a7,9407.0,562.5,58.5,26.0,28.0,15,doublets
Tonsil_3_s0_a2_13041.0,Tonsil_3_s0_a2,13041.0,692.2,730.2286,35.0,42.0,2,4
Tonsil_3_s0_a1_13463.0,Tonsil_3_s0_a1,13463.0,901.9792,855.625,48.0,50.0,12,16
Tonsil_2_s0_a2_8291.0,Tonsil_2_s0_a2,8291.0,580.3815,976.96906,97.0,104.0,14,10
Tonsil_2_s0_a5_9446.0,Tonsil_2_s0_a5,9446.0,605.51514,881.9091,33.0,34.0,2,15
Tonsil_2_s0_a3_9563.0,Tonsil_2_s0_a3,9563.0,521.619,251.38095,42.0,47.0,5,14
Tonsil_2_s0_a2_12145.0,Tonsil_2_s0_a2,12145.0,796.39435,99.73239,71.0,74.0,13,doublets
Tonsil_3_s0_a4_2325.0,Tonsil_3_s0_a4,2325.0,170.49153,827.61017,59.0,66.0,16,9
Tonsil_2_s0_a7_7223.0,Tonsil_2_s0_a7,7223.0,441.6377,246.39131,69.0,77.0,13,doublets
Tonsil_2_s0_a8_777.0,Tonsil_2_s0_a8,777.0,45.35593,732.5085,59.0,65.0,16,9
Tonsil_2_s0_a6_4929.0,Tonsil_2_s0_a6,4929.0,279.8,272.56,25.0,25.0,15,1
Tonsil_3_s0_a4_15176.0,Tonsil_3_s0_a4,15176.0,991.6909,361.6182,55.0,57.0,16,8
Tonsil_3_s0_a2_8694.0,Tonsil_3_s0_a2,8694.0,442.3846,498.55768,52.0,56.0,1,11
Tonsil_2_s0_a3_12633.0,Tonsil_2_s0_a3,12633.0,696.1759,320.66666,108.0,117.0,0,doublets
Tonsil_2_s0_a8_11653.0,Tonsil_2_s0_a8,11653.0,729.1707,350.41464,41.0,44.0,5,doublets
Tonsil_2_s0_a8_273.0,Tonsil_2_s0_a8,273.0,16.24,278.32,25.0,26.0,15,9
Tonsil_2_s0_a7_2936.0,Tonsil_2_s0_a7,2936.0,192.89473,386.42105,19.0,20.0,6,2
Tonsil_2_s0_a4_8670.0,Tonsil_2_s0_a4,8670.0,560.8889,358.2963,54.0,56.0,1,17
Tonsil_2_s0_a6_6484.0,Tonsil_2_s0_a6,6484.0,369.97726,561.9318,44.0,45.0,17,19
Tonsil_3_s0_a3_7827.0,Tonsil_3_s0_a3,7827.0,422.0,434.2143,56.0,64.0,16,6
Tonsil_2_s0_a4_9903.0,Tonsil_2_s0_a4,9903.0,655.5139,430.06946,72.0,75.0,3,1
Tonsil_2_s0_a7_13391.0,Tonsil_2_s0_a7,13391.0,798.4706,119.17647,68.0,72.0,13,2
Tonsil_3_s0_a4_7879.0,Tonsil_3_s0_a4,7879.0,508.05264,481.8684,76.0,81.0,3,9
Tonsil_2_s0_a3_10639.0,Tonsil_2_s0_a3,10639.0,582.1429,11.632653,49.0,54.0,12,6
Tonsil_3_s0_a3_7726.0,Tonsil_3_s0_a3,7726.0,416.9762,329.66666,42.0,44.0,5,5
Tonsil_3_s0_a4_7860.0,Tonsil_3_s0_a4,7860.0,507.26315,878.4912,57.0,62.0,16,8
Tonsil_2_s0_a7_8754.0,Tonsil_2_s0_a7,8754.0,526.614,486.42105,57.0,62.0,16,doublets
Tonsil_2_s0_a1_4273.0,Tonsil_2_s0_a1,4273.0,286.23077,770.6923,52.0,55.0,1,2
Tonsil_2_s0_a7_13506.0,Tonsil_2_s0_a7,13506.0,805.1,854.95,20.0,21.0,6,7
Tonsil_3_s0_a2_10135.0,Tonsil_3_s0_a2,10135.0,522.94446,313.30554,36.0,37.0,2,2
Tonsil_2_s0_a6_16901.0,Tonsil_2_s0_a6,16901.0,989.4464,856.4821,56.0,64.0,16,1
Tonsil_2_s0_a6_4233.0,Tonsil_2_s0_a6,4233.0,240.28572,477.5,14.0,14.0,19,3
Tonsil_2_s0_a5_4997.0,Tonsil_2_s0_a5,4997.0,318.75,865.625,16.0,17.0,19,doublets
Tonsil_2_s0_a1_4173.0,Tonsil_2_s0_a1,4173.0,280.36365,27.757576,66.0,70.0,13,14
Tonsil_2_s0_a1_541.0,Tonsil_2_s0_a1,541.0,51.46154,483.1154,26.0,28.0,15,doublets
Tonsil_2_s0_a6_12765.0,Tonsil_2_s0_a6,12765.0,746.3333,825.1515,66.0,73.0,13,doublets
Tonsil_2_s0_a4_7502.0,Tonsil_2_s0_a4,7502.0,474.4,414.67273,55.0,58.0,16,doublets
Tonsil_3_s0_a3_6914.0,Tonsil_3_s0_a3,6914.0,375.75,756.3333,72.0,81.0,3,doublets
Tonsil_2_s0_a5_9668.0,Tonsil_2_s0_a5,9668.0,621.32355,187.47058,68.0,70.0,13,11
Tonsil_2_s0_a3_14795.0,Tonsil_2_s0_a3,14795.0,834.30304,760.0909,33.0,34.0,2,13
Tonsil_3_s0_a3_16544.0,Tonsil_3_s0_a3,16544.0,885.2105,212.60527,38.0,41.0,5,11
Tonsil_2_s0_a8_3716.0,Tonsil_2_s0_a8,3716.0,235.0,506.1905,42.0,45.0,5,13
Tonsil_2_s0_a6_4223.0,Tonsil_2_s0_a6,4223.0,239.56897,48.172413,58.0,62.0,16,15
Tonsil_2_s0_a3_5490.0,Tonsil_2_s0_a3,5490.0,296.0,786.0,21.0,21.0,6,13
Tonsil_3_s0_a2_15954.0,Tonsil_3_s0_a2,15954.0,873.16364,379.8909,55.0,58.0,16,11
Tonsil_2_s0_a8_15345.0,Tonsil_2_s0_a8,15345.0,968.13116,593.54095,61.0,65.0,8,doublets
Tonsil_3_s0_a2_15850.0,Tonsil_3_s0_a2,15850.0,865.65955,550.8511,47.0,50.0,12,4
Tonsil_2_s0_a7_10647.0,Tonsil_2_s0_a7,10647.0,630.89795,796.7551,49.0,54.0,12,doublets
Tonsil_3_s0_a3_16109.0,Tonsil_3_s0_a3,16109.0,860.48486,16.30303,33.0,37.0,2,11
Tonsil_3_s0_a3_17265.0,Tonsil_3_s0_a3,17265.0,927.9286,199.19048,42.0,43.0,5,11
Tonsil_2_s0_a8_3917.0,Tonsil_2_s0_a8,3917.0,248.42424,933.13635,66.0,73.0,13,1
Tonsil_2_s0_a4_6504.0,Tonsil_2_s0_a4,6504.0,404.14545,726.9091,55.0,57.0,16,15
Tonsil_3_s0_a3_8911.0,Tonsil_3_s0_a3,8911.0,477.73172,639.85364,41.0,45.0,5,14
Tonsil_2_s0_a3_1664.0,Tonsil_2_s0_a3,1664.0,95.22388,748.7313,67.0,73.0,13,0
Tonsil_2_s0_a3_11990.0,Tonsil_2_s0_a3,11990.0,659.1053,698.2105,38.0,39.0,5,8
Tonsil_2_s0_a8_5183.0,Tonsil_2_s0_a8,5183.0,326.26923,617.7308,52.0,56.0,1,doublets
Tonsil_2_s0_a3_10873.0,Tonsil_2_s0_a3,10873.0,594.4684,315.64557,79.0,84.0,9,doublets
Tonsil_2_s0_a4_3764.0,Tonsil_2_s0_a4,3764.0,226.17647,732.44116,34.0,35.0,2,19
Tonsil_2_s0_a1_10618.0,Tonsil_2_s0_a1,10618.0,659.01697,91.77966,59.0,65.0,16,doublets
Tonsil_3_s0_a3_7715.0,Tonsil_3_s0_a3,7715.0,416.3,61.75,40.0,45.0,5,14
Tonsil_2_s0_a4_9538.0,Tonsil_2_s0_a4,9538.0,627.5,193.66667,12.0,13.0,19,0
Tonsil_1_s0_a2_42.0,Tonsil_1_s0_a2,42.0,35.309525,14.404762,42.0,45.0,5,4
Tonsil_2_s0_a1_14508.0,Tonsil_2_s0_a1,14508.0,923.3587,886.5217,92.0,101.0,14,doublets
Tonsil_3_s0_a2_2569.0,Tonsil_3_s0_a2,2569.0,131.27272,215.51515,33.0,36.0,2,doublets
Tonsil_2_s0_a4_1155.0,Tonsil_2_s0_a4,1155.0,67.92453,21.698112,53.0,59.0,1,1
Tonsil_2_s0_a3_7721.0,Tonsil_2_s0_a3,7721.0,419.6842,244.8421,19.0,20.0,6,1
Tonsil_2_s0_a4_12485.0,Tonsil_2_s0_a4,12485.0,848.6667,381.0351,57.0,59.0,16,doublets
Tonsil_2_s0_a5_13398.0,Tonsil_2_s0_a5,13398.0,858.4528,678.1321,53.0,58.0,1,6
Tonsil_3_s0_a1_13077.0,Tonsil_3_s0_a1,13077.0,873.46155,889.9231,65.0,70.0,8,16
Tonsil_2_s0_a8_6396.0,Tonsil_2_s0_a8,6396.0,400.61365,434.97726,44.0,49.0,17,17
Tonsil_3_s0_a4_13054.0,Tonsil_3_s0_a4,13054.0,834.4717,898.1321,53.0,56.0,1,doublets
Tonsil_3_s0_a2_5405.0,Tonsil_3_s0_a2,5405.0,275.07693,618.9231,13.0,15.0,19,11
Tonsil_2_s0_a1_1565.0,Tonsil_2_s0_a1,1565.0,120.44827,876.31036,29.0,30.0,11,17
Tonsil_2_s0_a7_954.0,Tonsil_2_s0_a7,954.0,67.895836,311.75,48.0,50.0,12,2
Tonsil_3_s0_a3_17395.0,Tonsil_3_s0_a3,17395.0,935.625,775.75,16.0,17.0,19,6
Tonsil_2_s0_a2_621.0,Tonsil_2_s0_a2,621.0,54.717648,830.9647,85.0,92.0,9,doublets
Tonsil_3_s0_a1_3396.0,Tonsil_3_s0_a1,3396.0,199.1579,161.05263,38.0,39.0,5,13
Tonsil_3_s0_a4_10372.0,Tonsil_3_s0_a4,10372.0,648.79224,582.1429,77.0,84.0,3,doublets
Tonsil_3_s0_a1_107.0,Tonsil_3_s0_a1,107.0,6.6,473.16666,30.0,32.0,11,17
Tonsil_2_s0_a7_358.0,Tonsil_2_s0_a7,358.0,25.197184,881.8732,71.0,76.0,13,17
Tonsil_2_s0_a4_5038.0,Tonsil_2_s0_a4,5038.0,306.42307,868.96155,26.0,27.0,15,doublets
Tonsil_3_s0_a4_198.0,Tonsil_3_s0_a4,198.0,15.016394,350.12296,122.0,131.0,10,doublets
Tonsil_2_s0_a7_5937.0,Tonsil_2_s0_a7,5937.0,369.12,120.8,25.0,25.0,15,4
Tonsil_2_s0_a3_2046.0,Tonsil_2_s0_a3,2046.0,116.2,429.93332,15.0,17.0,19,1
Tonsil_2_s0_a2_13855.0,Tonsil_2_s0_a2,13855.0,927.1053,469.34738,95.0,97.0,14,14
Tonsil_3_s0_a3_8138.0,Tonsil_3_s0_a3,8138.0,438.23077,754.86536,52.0,57.0,1,6
Tonsil_2_s0_a1_424.0,Tonsil_2_s0_a1,424.0,41.285713,397.0,7.0,7.0,4,15
Tonsil_2_s0_a8_7120.0,Tonsil_2_s0_a8,7120.0,445.5,946.5,12.0,12.0,19,10
Tonsil_3_s0_a1_143.0,Tonsil_3_s0_a1,143.0,8.529411,689.9216,51.0,54.0,1,16
Tonsil_3_s0_a2_8090.0,Tonsil_3_s0_a2,8090.0,411.43478,682.0,23.0,26.0,15,11
Tonsil_2_s0_a7_1895.0,Tonsil_2_s0_a7,1895.0,130.76471,464.7647,17.0,19.0,19,12
Tonsil_3_s0_a3_13118.0,Tonsil_3_s0_a3,13118.0,696.587,144.41304,46.0,46.0,17,2
Tonsil_2_s0_a2_13225.0,Tonsil_2_s0_a2,13225.0,867.6512,820.67444,43.0,46.0,17,2
Tonsil_2_s0_a7_14634.0,Tonsil_2_s0_a7,14634.0,878.47314,239.11829,93.0,97.0,14,10
Tonsil_2_s0_a1_11425.0,Tonsil_2_s0_a1,11425.0,706.7273,768.3182,22.0,25.0,6,2
Tonsil_2_s0_a4_9094.0,Tonsil_2_s0_a4,9094.0,590.8889,883.2889,45.0,46.0,17,19
Tonsil_1_s0_a3_21.0,Tonsil_1_s0_a3,21.0,17.25,5.0,4.0,4.0,4,4
Tonsil_3_s0_a4_21.0,Tonsil_3_s0_a4,21.0,1.3095238,734.4048,42.0,45.0,5,doublets
Tonsil_2_s0_a2_8337.0,Tonsil_2_s0_a2,8337.0,583.5294,665.2941,68.0,74.0,13,11
Tonsil_3_s0_a3_11975.0,Tonsil_3_s0_a3,11975.0,633.8444,696.5111,45.0,48.0,17,5
Tonsil_2_s0_a1_5529.0,Tonsil_2_s0_a1,5529.0,361.51685,630.57306,89.0,95.0,14,14
Tonsil_2_s0_a1_3218.0,Tonsil_2_s0_a1,3218.0,221.78181,813.87274,55.0,58.0,16,doublets
Tonsil_2_s0_a8_14337.0,Tonsil_2_s0_a8,14337.0,904.64514,567.70966,62.0,64.0,8,doublets
Tonsil_2_s0_a6_91.0,Tonsil_2_s0_a6,91.0,4.15,474.2,40.0,44.0,5,16
Tonsil_3_s0_a2_9106.0,Tonsil_3_s0_a2,9106.0,464.4516,208.58064,31.0,32.0,11,11
Tonsil_3_s0_a3_4380.0,Tonsil_3_s0_a3,4380.0,242.88333,91.833336,60.0,62.0,8,5
Tonsil_2_s0_a4_9261.0,Tonsil_2_s0_a4,9261.0,605.09436,468.03775,53.0,56.0,1,17
Tonsil_3_s0_a2_13282.0,Tonsil_3_s0_a2,13282.0,706.3214,3.267857,56.0,61.0,16,4
Tonsil_2_s0_a6_2537.0,Tonsil_2_s0_a6,2537.0,144.57143,565.32654,49.0,54.0,12,19
Tonsil_2_s0_a7_10355.0,Tonsil_2_s0_a7,10355.0,614.0952,350.9762,42.0,43.0,5,5
Tonsil_2_s0_a8_15675.0,Tonsil_2_s0_a8,15675.0,990.53845,821.3077,39.0,43.0,5,doublets
Tonsil_3_s0_a2_16456.0,Tonsil_3_s0_a2,16456.0,916.9825,331.8421,57.0,64.0,16,doublets
Tonsil_2_s0_a1_4316.0,Tonsil_2_s0_a1,4316.0,289.6111,206.77777,54.0,59.0,1,doublets
Tonsil_2_s0_a1_14827.0,Tonsil_2_s0_a1,14827.0,950.2632,732.2632,19.0,20.0,6,14
Tonsil_2_s0_a5_6997.0,Tonsil_2_s0_a5,6997.0,448.17142,481.58572,70.0,76.0,13,doublets
Tonsil_3_s0_a4_13634.0,Tonsil_3_s0_a4,13634.0,880.2453,288.79245,53.0,55.0,1,0
Tonsil_2_s0_a2_2507.0,Tonsil_2_s0_a2,2507.0,215.64151,262.92453,53.0,57.0,1,doublets
Tonsil_3_s0_a4_5719.0,Tonsil_3_s0_a4,5719.0,382.5,637.5,14.0,14.0,19,6
Tonsil_2_s0_a7_4782.0,Tonsil_2_s0_a7,4782.0,302.21054,937.8421,38.0,44.0,5,17
Tonsil_2_s0_a6_6779.0,Tonsil_2_s0_a6,6779.0,386.71213,811.6515,66.0,71.0,13,doublets
Tonsil_3_s0_a3_14829.0,Tonsil_3_s0_a3,14829.0,789.9245,531.49054,53.0,56.0,1,14
Tonsil_3_s0_a2_7127.0,Tonsil_3_s0_a2,7127.0,362.49057,569.3585,53.0,59.0,1,11
Tonsil_2_s0_a8_5435.0,Tonsil_2_s0_a8,5435.0,342.1905,175.04762,21.0,22.0,6,doublets
Tonsil_2_s0_a8_9506.0,Tonsil_2_s0_a8,9506.0,596.4762,392.15872,63.0,67.0,8,5
Tonsil_3_s0_a2_15288.0,Tonsil_3_s0_a2,15288.0,827.36206,593.9138,58.0,64.0,16,4
Tonsil_2_s0_a4_4340.0,Tonsil_2_s0_a4,4340.0,262.56412,513.4359,39.0,40.0,5,16
Tonsil_2_s0_a8_1606.0,Tonsil_2_s0_a8,1606.0,98.64865,45.72973,74.0,85.0,3,doublets
Tonsil_2_s0_a6_12023.0,Tonsil_2_s0_a6,12023.0,705.375,660.9375,80.0,89.0,9,doublets
Tonsil_3_s0_a3_16788.0,Tonsil_3_s0_a3,16788.0,898.5,467.62857,70.0,72.0,13,doublets
Tonsil_2_s0_a2_6038.0,Tonsil_2_s0_a2,6038.0,448.1316,823.7105,38.0,40.0,5,5
Tonsil_3_s0_a3_17440.0,Tonsil_3_s0_a3,17440.0,939.2025,239.98734,79.0,84.0,9,doublets
Tonsil_2_s0_a7_14616.0,Tonsil_2_s0_a7,14616.0,877.0,908.90564,53.0,60.0,1,1
Tonsil_2_s0_a5_14581.0,Tonsil_2_s0_a5,14581.0,935.726,832.47943,73.0,76.0,3,doublets
Tonsil_3_s0_a3_15639.0,Tonsil_3_s0_a3,15639.0,834.17645,863.3823,34.0,35.0,2,10
Tonsil_3_s0_a2_5177.0,Tonsil_3_s0_a2,5177.0,262.22223,453.53333,45.0,49.0,17,11
Tonsil_2_s0_a2_7247.0,Tonsil_2_s0_a2,7247.0,520.26666,803.3333,15.0,15.0,19,14
Tonsil_2_s0_a1_11535.0,Tonsil_2_s0_a1,11535.0,713.4,26.261538,65.0,70.0,8,doublets
