,sample,id,x,y,area,area_convex,KM_label_nc20,star_KM_label_nc20
Tonsil_2_s0_a6_16240.0,Tonsil_2_s0_a6,16240.0,949.3485,456.27274,66.0,73.0,13,3
Tonsil_2_s0_a7_10071.0,Tonsil_2_s0_a7,10071.0,598.3929,233.5,28.0,30.0,11,8
Tonsil_3_s0_a4_5613.0,Tonsil_3_s0_a4,5613.0,375.9634,818.10974,82.0,93.0,9,doublets
Tonsil_2_s0_a6_3324.0,Tonsil_2_s0_a6,3324.0,187.68852,777.1803,61.0,66.0,8,doublets
Tonsil_2_s0_a4_404.0,Tonsil_2_s0_a4,404.0,22.736841,609.1579,19.0,20.0,6,15
Tonsil_2_s0_a3_3653.0,Tonsil_2_s0_a3,3653.0,199.82857,443.6,35.0,37.0,2,19
Tonsil_2_s0_a8_1585.0,Tonsil_2_s0_a8,1585.0,97.860466,29.093023,43.0,44.0,17,4
Tonsil_2_s0_a7_7508.0,Tonsil_2_s0_a7,7508.0,456.54285,248.97144,35.0,38.0,2,14
Tonsil_3_s0_a3_17310.0,Tonsil_3_s0_a3,17310.0,931.14636,9.97561,41.0,44.0,5,2
Tonsil_3_s0_a4_7211.0,Tonsil_3_s0_a4,7211.0,470.02042,714.449,49.0,55.0,12,8
Tonsil_3_s0_a3_10748.0,Tonsil_3_s0_a3,10748.0,571.7544,795.1404,57.0,60.0,16,6
Tonsil_2_s0_a1_2317.0,Tonsil_2_s0_a1,2317.0,168.18367,205.51021,49.0,53.0,12,doublets
Tonsil_2_s0_a5_1216.0,Tonsil_2_s0_a5,1216.0,77.77966,139.76271,59.0,62.0,16,doublets
Tonsil_2_s0_a5_4871.0,Tonsil_2_s0_a5,4871.0,310.9608,721.41174,51.0,55.0,1,doublets
Tonsil_2_s0_a6_1877.0,Tonsil_2_s0_a6,1877.0,107.870964,540.0806,62.0,69.0,8,1
Tonsil_3_s0_a2_14927.0,Tonsil_3_s0_a2,14927.0,804.3677,246.07353,68.0,73.0,13,12
Tonsil_2_s0_a4_10162.0,Tonsil_2_s0_a4,10162.0,676.13043,479.4565,46.0,47.0,17,3
Tonsil_2_s0_a5_11110.0,Tonsil_2_s0_a5,11110.0,715.25,176.52777,36.0,39.0,2,9
Tonsil_2_s0_a8_11969.0,Tonsil_2_s0_a8,11969.0,750.13043,559.7826,23.0,24.0,15,13
Tonsil_3_s0_a3_2812.0,Tonsil_3_s0_a3,2812.0,159.03703,82.18519,54.0,55.0,1,11
Tonsil_2_s0_a2_3442.0,Tonsil_2_s0_a2,3442.0,281.66037,161.09435,53.0,59.0,1,5
Tonsil_2_s0_a7_14682.0,Tonsil_2_s0_a7,14682.0,881.2421,249.33684,95.0,103.0,14,10
Tonsil_2_s0_a5_4285.0,Tonsil_2_s0_a5,4285.0,274.05768,750.2308,52.0,53.0,1,doublets
Tonsil_2_s0_a2_8833.0,Tonsil_2_s0_a2,8833.0,611.41345,888.0481,104.0,111.0,0,doublets
Tonsil_2_s0_a3_5706.0,Tonsil_2_s0_a3,5706.0,307.42554,121.17021,47.0,48.0,12,14
Tonsil_2_s0_a8_12065.0,Tonsil_2_s0_a8,12065.0,756.10785,416.37256,102.0,104.0,0,doublets
Tonsil_3_s0_a2_15558.0,Tonsil_3_s0_a2,15558.0,845.4545,171.81818,33.0,35.0,2,4
Tonsil_2_s0_a2_11155.0,Tonsil_2_s0_a2,11155.0,739.62744,293.09805,51.0,57.0,1,8
Tonsil_2_s0_a1_11439.0,Tonsil_2_s0_a1,11439.0,707.2292,628.5417,48.0,50.0,12,2
Tonsil_3_s0_a4_15155.0,Tonsil_3_s0_a4,15155.0,990.7692,147.76923,39.0,42.0,5,17
Tonsil_2_s0_a1_11432.0,Tonsil_2_s0_a1,11432.0,707.0,369.5,48.0,52.0,12,14
Tonsil_2_s0_a8_3190.0,Tonsil_2_s0_a8,3190.0,201.0,716.0185,54.0,61.0,1,16
Tonsil_2_s0_a7_9499.0,Tonsil_2_s0_a7,9499.0,567.40405,32.9899,99.0,105.0,0,doublets
Tonsil_2_s0_a5_13767.0,Tonsil_2_s0_a5,13767.0,882.34485,346.10345,58.0,62.0,16,8
Tonsil_2_s0_a5_7579.0,Tonsil_2_s0_a5,7579.0,485.7647,500.7647,17.0,19.0,19,12
Tonsil_3_s0_a3_819.0,Tonsil_3_s0_a3,819.0,46.1,906.16,50.0,53.0,12,10
Tonsil_2_s0_a2_5914.0,Tonsil_2_s0_a2,5914.0,440.9375,84.8125,16.0,17.0,19,4
Tonsil_2_s0_a8_13232.0,Tonsil_2_s0_a8,13232.0,833.7647,708.35297,51.0,54.0,1,1
Tonsil_3_s0_a3_212.0,Tonsil_3_s0_a3,212.0,11.586957,2.7391305,46.0,49.0,17,14
Tonsil_3_s0_a4_15028.0,Tonsil_3_s0_a4,15028.0,981.7273,145.27272,11.0,11.0,4,9
Tonsil_2_s0_a3_6816.0,Tonsil_2_s0_a3,6816.0,368.45,731.625,80.0,88.0,9,1
Tonsil_2_s0_a4_10107.0,Tonsil_2_s0_a4,10107.0,671.2857,372.5,28.0,29.0,11,doublets
Tonsil_3_s0_a1_8182.0,Tonsil_3_s0_a1,8182.0,521.78687,634.3279,61.0,66.0,8,10
Tonsil_2_s0_a6_1171.0,Tonsil_2_s0_a6,1171.0,68.603775,263.01886,53.0,61.0,1,19
Tonsil_3_s0_a4_7036.0,Tonsil_3_s0_a4,7036.0,459.84848,893.0909,33.0,34.0,2,6
Tonsil_2_s0_a4_8126.0,Tonsil_2_s0_a4,8126.0,519.52325,9.755814,86.0,93.0,9,0
Tonsil_2_s0_a6_15243.0,Tonsil_2_s0_a6,15243.0,888.8302,364.5849,53.0,54.0,1,3
Tonsil_2_s0_a6_16652.0,Tonsil_2_s0_a6,16652.0,973.8889,532.0741,27.0,30.0,15,16
Tonsil_2_s0_a8_2041.0,Tonsil_2_s0_a8,2041.0,125.93617,431.12766,47.0,50.0,12,13
Tonsil_2_s0_a6_1853.0,Tonsil_2_s0_a6,1853.0,107.27273,263.0,22.0,24.0,6,19
Tonsil_2_s0_a6_16625.0,Tonsil_2_s0_a6,16625.0,972.4133,439.02667,75.0,79.0,3,doublets
Tonsil_2_s0_a6_15442.0,Tonsil_2_s0_a6,15442.0,900.39026,951.2195,82.0,89.0,9,doublets
Tonsil_3_s0_a1_1219.0,Tonsil_3_s0_a1,1219.0,73.818184,554.5714,77.0,79.0,3,16
Tonsil_3_s0_a2_16220.0,Tonsil_3_s0_a2,16220.0,895.2593,477.5432,81.0,86.0,9,doublets
Tonsil_2_s0_a1_8610.0,Tonsil_2_s0_a1,8610.0,545.30304,700.9091,33.0,34.0,2,6
Tonsil_3_s0_a3_5492.0,Tonsil_3_s0_a3,5492.0,302.30157,937.0635,63.0,66.0,8,6
Tonsil_2_s0_a5_12855.0,Tonsil_2_s0_a5,12855.0,823.92224,205.2,90.0,96.0,14,doublets
Tonsil_3_s0_a4_10280.0,Tonsil_3_s0_a4,10280.0,643.73773,528.26227,61.0,65.0,8,17
Tonsil_2_s0_a3_12680.0,Tonsil_2_s0_a3,12680.0,698.8625,942.175,80.0,87.0,9,3
Tonsil_3_s0_a1_12426.0,Tonsil_3_s0_a1,12426.0,826.3111,323.6,45.0,52.0,17,13
Tonsil_2_s0_a7_6171.0,Tonsil_2_s0_a7,6171.0,381.02084,972.3542,48.0,50.0,12,17
Tonsil_2_s0_a4_14122.0,Tonsil_2_s0_a4,14122.0,959.89746,971.88464,78.0,80.0,3,doublets
Tonsil_2_s0_a8_15717.0,Tonsil_2_s0_a8,15717.0,994.3731,350.53732,67.0,73.0,13,8
Tonsil_2_s0_a8_4501.0,Tonsil_2_s0_a8,4501.0,285.23215,752.1071,56.0,60.0,16,16
Tonsil_3_s0_a4_6802.0,Tonsil_3_s0_a4,6802.0,446.72415,627.37933,29.0,32.0,11,doublets
Tonsil_2_s0_a8_13617.0,Tonsil_2_s0_a8,13617.0,859.36206,773.9828,58.0,61.0,16,19
Tonsil_3_s0_a3_7667.0,Tonsil_3_s0_a3,7667.0,413.35715,573.6071,28.0,30.0,11,doublets
Tonsil_2_s0_a6_7091.0,Tonsil_2_s0_a6,7091.0,405.339,361.98306,59.0,65.0,16,doublets
Tonsil_2_s0_a1_10540.0,Tonsil_2_s0_a1,10540.0,653.7143,401.5,14.0,14.0,19,14
Tonsil_3_s0_a4_11899.0,Tonsil_3_s0_a4,11899.0,743.75555,973.4667,45.0,50.0,17,17
Tonsil_3_s0_a2_13208.0,Tonsil_3_s0_a2,13208.0,702.0263,412.8816,76.0,80.0,3,doublets
Tonsil_2_s0_a7_5640.0,Tonsil_2_s0_a7,5640.0,351.25806,860.8871,62.0,73.0,8,16
Tonsil_2_s0_a8_10110.0,Tonsil_2_s0_a8,10110.0,634.058,549.5217,69.0,75.0,13,doublets
Tonsil_3_s0_a2_7420.0,Tonsil_3_s0_a2,7420.0,376.2,874.74286,35.0,38.0,2,2
Tonsil_2_s0_a8_6595.0,Tonsil_2_s0_a8,6595.0,413.08823,799.64703,68.0,72.0,13,doublets
Tonsil_2_s0_a3_7474.0,Tonsil_2_s0_a3,7474.0,404.9365,928.55554,63.0,66.0,8,doublets
Tonsil_2_s0_a2_12399.0,Tonsil_2_s0_a2,12399.0,812.2727,434.13635,44.0,52.0,17,8
Tonsil_3_s0_a1_9992.0,Tonsil_3_s0_a1,9992.0,659.4286,921.5102,49.0,51.0,12,0
Tonsil_3_s0_a1_13826.0,Tonsil_3_s0_a1,13826.0,931.3333,910.5476,42.0,43.0,5,16
Tonsil_3_s0_a4_1389.0,Tonsil_3_s0_a4,1389.0,109.58929,693.1607,56.0,59.0,16,6
Tonsil_3_s0_a1_13609.0,Tonsil_3_s0_a1,13609.0,913.625,908.03125,32.0,34.0,11,17
Tonsil_3_s0_a1_6017.0,Tonsil_3_s0_a1,6017.0,367.70587,733.5441,68.0,72.0,13,15
Tonsil_3_s0_a4_7013.0,Tonsil_3_s0_a4,7013.0,458.89474,151.3158,38.0,40.0,5,13
Tonsil_2_s0_a1_6896.0,Tonsil_2_s0_a1,6896.0,443.47272,437.56363,55.0,63.0,16,14
Tonsil_2_s0_a4_5143.0,Tonsil_2_s0_a4,5143.0,312.875,754.125,8.0,8.0,4,16
Tonsil_2_s0_a5_1396.0,Tonsil_2_s0_a5,1396.0,89.391304,512.7826,23.0,24.0,15,2
Tonsil_2_s0_a6_5714.0,Tonsil_2_s0_a6,5714.0,324.86792,235.56604,53.0,57.0,1,1
Tonsil_2_s0_a3_6230.0,Tonsil_2_s0_a3,6230.0,335.88635,613.2045,44.0,45.0,17,13
Tonsil_2_s0_a1_7734.0,Tonsil_2_s0_a1,7734.0,493.79166,574.6458,48.0,52.0,12,14
Tonsil_3_s0_a3_2458.0,Tonsil_3_s0_a3,2458.0,139.31482,218.42592,54.0,62.0,1,8
Tonsil_2_s0_a7_15769.0,Tonsil_2_s0_a7,15769.0,958.9697,484.36365,66.0,72.0,13,1
Tonsil_2_s0_a3_6978.0,Tonsil_2_s0_a3,6978.0,377.92593,560.7407,27.0,28.0,15,17
Tonsil_2_s0_a4_8219.0,Tonsil_2_s0_a4,8219.0,525.7895,618.0263,76.0,78.0,3,doublets
Tonsil_3_s0_a1_1967.0,Tonsil_3_s0_a1,1967.0,116.10714,79.48214,56.0,59.0,16,13
Tonsil_2_s0_a4_14065.0,Tonsil_2_s0_a4,14065.0,956.5179,276.73215,56.0,62.0,16,1
Tonsil_3_s0_a3_9535.0,Tonsil_3_s0_a3,9535.0,508.74075,721.2593,27.0,29.0,15,5
Tonsil_3_s0_a2_14381.0,Tonsil_3_s0_a2,14381.0,770.6667,508.2857,42.0,45.0,5,4
Tonsil_2_s0_a1_804.0,Tonsil_2_s0_a1,804.0,70.97143,360.48572,35.0,37.0,2,16
Tonsil_3_s0_a2_4406.0,Tonsil_3_s0_a2,4406.0,222.35849,663.6415,53.0,57.0,1,11
Tonsil_3_s0_a1_150.0,Tonsil_3_s0_a1,150.0,8.95122,437.5366,41.0,45.0,5,17
Tonsil_2_s0_a2_11998.0,Tonsil_2_s0_a2,11998.0,787.4138,198.10345,29.0,32.0,11,6
Tonsil_2_s0_a1_3139.0,Tonsil_2_s0_a1,3139.0,216.65715,588.4,70.0,77.0,13,14
Tonsil_3_s0_a1_6005.0,Tonsil_3_s0_a1,6005.0,367.06122,127.12245,49.0,50.0,12,16
Tonsil_3_s0_a3_4690.0,Tonsil_3_s0_a3,4690.0,260.69565,454.4565,46.0,52.0,17,8
Tonsil_3_s0_a3_15676.0,Tonsil_3_s0_a3,15676.0,836.3889,470.05554,18.0,20.0,6,14
Tonsil_3_s0_a3_16757.0,Tonsil_3_s0_a3,16757.0,896.82355,121.82353,17.0,19.0,19,12
Tonsil_2_s0_a6_4198.0,Tonsil_2_s0_a6,4198.0,237.78572,908.8571,14.0,16.0,19,17
Tonsil_3_s0_a3_18507.0,Tonsil_3_s0_a3,18507.0,997.4211,446.89474,19.0,19.0,6,14
Tonsil_3_s0_a3_10458.0,Tonsil_3_s0_a3,10458.0,557.01666,586.93335,60.0,63.0,8,doublets
Tonsil_3_s0_a3_13392.0,Tonsil_3_s0_a3,13392.0,710.4,953.25,20.0,23.0,6,5
Tonsil_2_s0_a4_14289.0,Tonsil_2_s0_a4,14289.0,971.8182,566.1616,99.0,104.0,0,doublets
Tonsil_3_s0_a4_387.0,Tonsil_3_s0_a4,387.0,30.2,617.4,5.0,5.0,4,5
Tonsil_2_s0_a6_11950.0,Tonsil_2_s0_a6,11950.0,700.8148,426.55554,54.0,57.0,1,doublets
Tonsil_2_s0_a8_14353.0,Tonsil_2_s0_a8,14353.0,905.58826,388.11765,17.0,17.0,19,12
Tonsil_2_s0_a8_13651.0,Tonsil_2_s0_a8,13651.0,861.3871,655.9516,62.0,66.0,8,3
Tonsil_2_s0_a5_10852.0,Tonsil_2_s0_a5,10852.0,698.2683,963.53656,41.0,43.0,5,13
Tonsil_2_s0_a2_154.0,Tonsil_2_s0_a2,154.0,12.405405,673.93243,74.0,75.0,3,13
Tonsil_2_s0_a4_2906.0,Tonsil_2_s0_a4,2906.0,173.79167,697.7917,24.0,26.0,15,17
Tonsil_3_s0_a1_13908.0,Tonsil_3_s0_a1,13908.0,938.73334,495.8,60.0,66.0,8,16
Tonsil_2_s0_a3_9636.0,Tonsil_2_s0_a3,9636.0,525.4717,982.67926,53.0,55.0,1,16
Tonsil_3_s0_a2_206.0,Tonsil_3_s0_a2,206.0,9.929825,960.3684,57.0,63.0,16,2
Tonsil_2_s0_a3_461.0,Tonsil_2_s0_a3,461.0,26.342106,948.0789,38.0,40.0,5,10
Tonsil_2_s0_a5_12927.0,Tonsil_2_s0_a5,12927.0,827.8475,540.322,59.0,62.0,16,8
Tonsil_2_s0_a4_9205.0,Tonsil_2_s0_a4,9205.0,600.5294,546.44116,68.0,72.0,13,doublets
Tonsil_2_s0_a5_11617.0,Tonsil_2_s0_a5,11617.0,747.38464,553.9231,13.0,14.0,19,5
Tonsil_3_s0_a4_3003.0,Tonsil_3_s0_a4,3003.0,213.55882,189.25,68.0,74.0,13,doublets
Tonsil_2_s0_a3_6612.0,Tonsil_2_s0_a3,6612.0,357.575,497.75,40.0,43.0,5,3
Tonsil_2_s0_a8_14522.0,Tonsil_2_s0_a8,14522.0,916.86664,368.6889,45.0,48.0,17,6
Tonsil_2_s0_a4_3338.0,Tonsil_2_s0_a4,3338.0,200.06061,145.10606,66.0,70.0,13,doublets
Tonsil_2_s0_a5_13503.0,Tonsil_2_s0_a5,13503.0,864.62964,588.2407,54.0,59.0,1,5
Tonsil_2_s0_a8_2267.0,Tonsil_2_s0_a8,2267.0,141.05128,940.4359,78.0,86.0,3,16
Tonsil_2_s0_a2_14216.0,Tonsil_2_s0_a2,14216.0,968.4762,575.5476,42.0,49.0,5,6
Tonsil_2_s0_a2_11721.0,Tonsil_2_s0_a2,11721.0,771.1875,225.5,16.0,17.0,19,4
Tonsil_2_s0_a5_15554.0,Tonsil_2_s0_a5,15554.0,998.1111,351.72223,18.0,19.0,6,11
Tonsil_2_s0_a7_15131.0,Tonsil_2_s0_a7,15131.0,912.86206,546.7931,29.0,30.0,11,1
Tonsil_2_s0_a8_3452.0,Tonsil_2_s0_a8,3452.0,218.22223,434.97223,36.0,38.0,2,13
Tonsil_3_s0_a2_2611.0,Tonsil_3_s0_a2,2611.0,132.84375,344.5,64.0,69.0,8,11
Tonsil_2_s0_a7_3270.0,Tonsil_2_s0_a7,3270.0,212.8421,730.2632,38.0,40.0,5,17
Tonsil_3_s0_a3_15112.0,Tonsil_3_s0_a3,15112.0,805.0,644.5,24.0,26.0,15,5
Tonsil_3_s0_a2_10257.0,Tonsil_3_s0_a2,10257.0,530.25,463.93332,60.0,62.0,8,doublets
Tonsil_2_s0_a8_404.0,Tonsil_2_s0_a8,404.0,23.690908,431.45456,55.0,59.0,16,13
Tonsil_3_s0_a4_14165.0,Tonsil_3_s0_a4,14165.0,920.6429,900.2619,84.0,88.0,9,5
Tonsil_2_s0_a5_1984.0,Tonsil_2_s0_a5,1984.0,127.333336,308.1111,9.0,9.0,4,12
Tonsil_3_s0_a4_7950.0,Tonsil_3_s0_a4,7950.0,512.56976,800.97675,86.0,92.0,9,doublets
Tonsil_2_s0_a7_8812.0,Tonsil_2_s0_a7,8812.0,529.75,53.083332,24.0,25.0,15,5
Tonsil_3_s0_a1_4568.0,Tonsil_3_s0_a1,4568.0,270.0,32.136364,22.0,22.0,6,5
Tonsil_2_s0_a7_15305.0,Tonsil_2_s0_a7,15305.0,926.56757,698.93243,74.0,80.0,3,doublets
Tonsil_3_s0_a4_9850.0,Tonsil_3_s0_a4,9850.0,618.61536,729.61536,13.0,13.0,19,13
Tonsil_3_s0_a1_3711.0,Tonsil_3_s0_a1,3711.0,217.94118,756.4706,34.0,35.0,2,16
Tonsil_2_s0_a4_2979.0,Tonsil_2_s0_a4,2979.0,176.87692,98.61539,65.0,73.0,8,1
Tonsil_2_s0_a3_14628.0,Tonsil_2_s0_a3,14628.0,823.0,866.2553,94.0,102.0,14,3
Tonsil_3_s0_a2_3871.0,Tonsil_3_s0_a2,3871.0,195.29825,12.22807,57.0,65.0,16,12
Tonsil_2_s0_a7_15091.0,Tonsil_2_s0_a7,15091.0,910.3158,564.7237,76.0,80.0,3,1
Tonsil_2_s0_a5_15505.0,Tonsil_2_s0_a5,15505.0,996.75,664.2083,24.0,27.0,15,doublets
Tonsil_3_s0_a4_6511.0,Tonsil_3_s0_a4,6511.0,429.3143,892.4857,35.0,39.0,2,doublets
Tonsil_2_s0_a1_7864.0,Tonsil_2_s0_a1,7864.0,502.43478,781.56525,46.0,48.0,17,14
Tonsil_2_s0_a7_68.0,Tonsil_2_s0_a7,68.0,5.413793,462.82758,29.0,33.0,11,doublets
Tonsil_2_s0_a2_452.0,Tonsil_2_s0_a2,452.0,40.316666,872.4667,60.0,63.0,8,9
Tonsil_2_s0_a8_12881.0,Tonsil_2_s0_a8,12881.0,810.1589,203.99066,107.0,112.0,0,2
Tonsil_2_s0_a5_6723.0,Tonsil_2_s0_a5,6723.0,430.4186,882.6279,43.0,45.0,17,doublets
Tonsil_2_s0_a7_4200.0,Tonsil_2_s0_a7,4200.0,267.79166,64.40972,144.0,153.0,7,10
Tonsil_2_s0_a6_13830.0,Tonsil_2_s0_a6,13830.0,806.2162,621.4595,37.0,41.0,2,16
Tonsil_2_s0_a5_1501.0,Tonsil_2_s0_a5,1501.0,96.333336,428.91666,36.0,40.0,2,2
Tonsil_2_s0_a2_13657.0,Tonsil_2_s0_a2,13657.0,906.8052,388.57144,77.0,82.0,3,doublets
Tonsil_2_s0_a5_1401.0,Tonsil_2_s0_a5,1401.0,89.62222,787.55554,45.0,48.0,17,6
Tonsil_2_s0_a3_14922.0,Tonsil_2_s0_a3,14922.0,843.8409,703.0909,44.0,47.0,17,doublets
Tonsil_2_s0_a4_3594.0,Tonsil_2_s0_a4,3594.0,215.95238,660.0952,42.0,49.0,5,doublets
Tonsil_2_s0_a5_3952.0,Tonsil_2_s0_a5,3952.0,254.31818,40.39394,66.0,69.0,13,4
Tonsil_3_s0_a1_1175.0,Tonsil_3_s0_a1,1175.0,71.07692,997.5769,26.0,28.0,15,16
Tonsil_2_s0_a3_14111.0,Tonsil_2_s0_a3,14111.0,788.6667,931.125,24.0,24.0,15,15
Tonsil_2_s0_a3_4870.0,Tonsil_2_s0_a3,4870.0,263.7551,632.59186,49.0,50.0,12,1
Tonsil_2_s0_a8_7730.0,Tonsil_2_s0_a8,7730.0,483.75,557.5833,12.0,13.0,19,8
Tonsil_3_s0_a4_8749.0,Tonsil_3_s0_a4,8749.0,557.5526,4.7894735,38.0,40.0,5,3
Tonsil_2_s0_a5_15120.0,Tonsil_2_s0_a5,15120.0,972.75,224.09375,32.0,33.0,11,6
Tonsil_2_s0_a4_7475.0,Tonsil_2_s0_a4,7475.0,472.4054,160.37837,37.0,39.0,2,0
Tonsil_3_s0_a1_7147.0,Tonsil_3_s0_a1,7147.0,449.7647,165.47058,34.0,35.0,2,16
Tonsil_2_s0_a4_12442.0,Tonsil_2_s0_a4,12442.0,846.5125,410.25,80.0,85.0,9,16
Tonsil_2_s0_a4_9095.0,Tonsil_2_s0_a4,9095.0,591.29755,193.70248,121.0,127.0,10,0
Tonsil_2_s0_a8_11375.0,Tonsil_2_s0_a8,11375.0,711.6458,365.6146,96.0,103.0,14,doublets
Tonsil_2_s0_a3_9626.0,Tonsil_2_s0_a3,9626.0,524.9079,147.1579,76.0,79.0,3,5
Tonsil_2_s0_a4_13327.0,Tonsil_2_s0_a4,13327.0,908.23865,244.86363,88.0,95.0,14,doublets
Tonsil_3_s0_a3_12169.0,Tonsil_3_s0_a3,12169.0,644.36664,227.36667,30.0,30.0,11,12
Tonsil_2_s0_a2_10774.0,Tonsil_2_s0_a2,10774.0,716.32556,641.8837,43.0,51.0,17,2
Tonsil_2_s0_a6_13779.0,Tonsil_2_s0_a6,13779.0,803.1923,997.8077,26.0,27.0,15,7
Tonsil_3_s0_a4_7038.0,Tonsil_3_s0_a4,7038.0,460.42426,93.030304,33.0,34.0,2,13
Tonsil_2_s0_a2_13711.0,Tonsil_2_s0_a2,13711.0,911.8333,529.2,60.0,65.0,8,14
Tonsil_2_s0_a3_12612.0,Tonsil_2_s0_a3,12612.0,694.1884,905.31885,69.0,74.0,13,3
Tonsil_3_s0_a4_7332.0,Tonsil_3_s0_a4,7332.0,477.45715,633.6857,35.0,38.0,2,13
Tonsil_2_s0_a4_5264.0,Tonsil_2_s0_a4,5264.0,319.41177,327.11765,17.0,17.0,19,16
Tonsil_3_s0_a1_10623.0,Tonsil_3_s0_a1,10623.0,701.7241,549.5862,29.0,30.0,11,15
Tonsil_3_s0_a4_9692.0,Tonsil_3_s0_a4,9692.0,609.26135,906.25,88.0,95.0,14,doublets
Tonsil_2_s0_a1_4527.0,Tonsil_2_s0_a1,4527.0,302.46054,309.4079,76.0,80.0,3,doublets
Tonsil_2_s0_a5_13422.0,Tonsil_2_s0_a5,13422.0,859.9153,237.08475,59.0,61.0,16,6
Tonsil_3_s0_a2_13335.0,Tonsil_3_s0_a2,13335.0,709.85297,966.85297,34.0,38.0,2,4
Tonsil_3_s0_a2_5209.0,Tonsil_3_s0_a2,5209.0,264.66666,200.93333,90.0,97.0,14,12
Tonsil_3_s0_a4_8317.0,Tonsil_3_s0_a4,8317.0,533.2564,59.974358,39.0,40.0,5,7
Tonsil_3_s0_a2_1140.0,Tonsil_3_s0_a2,1140.0,57.44898,526.38776,49.0,53.0,12,12
Tonsil_3_s0_a1_12857.0,Tonsil_3_s0_a1,12857.0,856.2308,932.78845,52.0,56.0,1,16
Tonsil_2_s0_a6_7533.0,Tonsil_2_s0_a6,7533.0,431.4375,444.10938,64.0,66.0,8,doublets
Tonsil_3_s0_a3_15578.0,Tonsil_3_s0_a3,15578.0,830.90247,935.5122,41.0,44.0,5,doublets
Tonsil_2_s0_a5_1901.0,Tonsil_2_s0_a5,1901.0,121.439026,127.21951,41.0,43.0,5,doublets
Tonsil_3_s0_a4_10798.0,Tonsil_3_s0_a4,10798.0,673.7436,4.6153846,39.0,42.0,5,15
Tonsil_2_s0_a4_6156.0,Tonsil_2_s0_a4,6156.0,379.89395,791.5,66.0,72.0,13,7
Tonsil_3_s0_a3_8454.0,Tonsil_3_s0_a3,8454.0,454.70422,123.66197,71.0,75.0,13,5
Tonsil_3_s0_a4_13545.0,Tonsil_3_s0_a4,13545.0,873.5,335.5,26.0,28.0,15,9
Tonsil_2_s0_a4_12012.0,Tonsil_2_s0_a4,12012.0,815.0351,603.4737,57.0,59.0,16,17
Tonsil_2_s0_a1_11660.0,Tonsil_2_s0_a1,11660.0,720.2105,554.8947,38.0,39.0,5,14
Tonsil_2_s0_a5_14875.0,Tonsil_2_s0_a5,14875.0,956.1429,302.1905,42.0,47.0,5,8
Tonsil_3_s0_a3_3721.0,Tonsil_3_s0_a3,3721.0,209.5,127.03226,62.0,72.0,8,5
Tonsil_2_s0_a5_3092.0,Tonsil_2_s0_a5,3092.0,198.87878,132.27272,33.0,35.0,2,4
Tonsil_3_s0_a3_8988.0,Tonsil_3_s0_a3,8988.0,479.98148,531.55554,54.0,62.0,1,14
Tonsil_2_s0_a1_7588.0,Tonsil_2_s0_a1,7588.0,485.4138,312.8793,58.0,63.0,16,14
Tonsil_3_s0_a4_10293.0,Tonsil_3_s0_a4,10293.0,644.2889,224.93333,45.0,47.0,17,13
Tonsil_2_s0_a4_9324.0,Tonsil_2_s0_a4,9324.0,610.27106,734.3084,107.0,116.0,0,9
Tonsil_3_s0_a3_10547.0,Tonsil_3_s0_a3,10547.0,561.4359,520.4359,39.0,40.0,5,11
Tonsil_2_s0_a5_8566.0,Tonsil_2_s0_a5,8566.0,548.2414,829.31036,58.0,64.0,16,doublets
Tonsil_3_s0_a2_1853.0,Tonsil_3_s0_a2,1853.0,93.82143,88.92857,28.0,31.0,11,12
Tonsil_2_s0_a8_10544.0,Tonsil_2_s0_a8,10544.0,661.0,177.61539,13.0,15.0,19,5
Tonsil_3_s0_a1_6966.0,Tonsil_3_s0_a1,6966.0,437.125,932.1,40.0,43.0,5,15
Tonsil_2_s0_a6_13981.0,Tonsil_2_s0_a6,13981.0,814.61536,367.6154,13.0,13.0,19,15
Tonsil_3_s0_a1_2877.0,Tonsil_3_s0_a1,2877.0,168.87234,401.93616,47.0,48.0,12,19
Tonsil_3_s0_a4_14436.0,Tonsil_3_s0_a4,14436.0,940.5278,767.4167,36.0,40.0,2,13
Tonsil_2_s0_a3_11457.0,Tonsil_2_s0_a3,11457.0,629.3333,792.85187,27.0,27.0,15,16
Tonsil_2_s0_a5_12937.0,Tonsil_2_s0_a5,12937.0,828.9792,388.0,48.0,51.0,12,8
Tonsil_2_s0_a5_1487.0,Tonsil_2_s0_a5,1487.0,95.38333,159.18333,60.0,65.0,8,5
Tonsil_3_s0_a1_9138.0,Tonsil_3_s0_a1,9138.0,598.64636,482.86584,82.0,92.0,9,doublets
Tonsil_2_s0_a1_12283.0,Tonsil_2_s0_a1,12283.0,760.0741,902.5926,54.0,59.0,1,2
Tonsil_2_s0_a2_5482.0,Tonsil_2_s0_a2,5482.0,414.0,775.6539,26.0,27.0,15,6
Tonsil_3_s0_a4_5476.0,Tonsil_3_s0_a4,5476.0,368.20514,27.179487,39.0,42.0,5,13
Tonsil_2_s0_a6_15931.0,Tonsil_2_s0_a6,15931.0,930.69116,215.54411,68.0,76.0,13,16
Tonsil_3_s0_a1_5250.0,Tonsil_3_s0_a1,5250.0,315.82858,269.65714,105.0,117.0,0,1
Tonsil_3_s0_a1_7407.0,Tonsil_3_s0_a1,7407.0,467.75,331.70456,44.0,48.0,17,3
